"","OBJECTID","n_export","precip_variability","population","pigs","cattle","flash_flow","average_flow","percent_no_sanitation","proportion_urban"
"184","IDN00006",69753.6875,47.0168711998477,843116.375,557.34448484,2730.36588004124,0.59355753660202,80.9063491821289,44.7603530883789,1
"185","IDN00007",186688.921875,69.4889670134361,70192.125,1282.84672860863,14146.5920974709,0.393308520317078,33.8577690124512,44.7603530883789,0.109999999403954
"186","IDN00009",28518.68359375,79.9615313028155,1245900.375,0,0,0.267235994338989,6.00323057174683,44.7603530883789,1
"187","IDN00011",77579.828125,42.7650339017098,164423.75,30.5554900490861,363.921244884278,0,0,44.7603530883789,0.819999992847443
"188","IDN00012",121598.609375,67.2513210720338,169746.484375,0.312494135742572,5265.11965857006,0.542724370956421,136.376892089844,44.7603530883789,0.109999999403954
"189","IDN00013",44478.953125,54.22430747302,309075.84375,2.25719306524106,831.804268377657,0.56576544046402,306.692047119141,44.7603530883789,0.689999997615814
"190","IDN00015",13817.7216796875,56.580578960733,3102810.75,0,0,0.326431125402451,4.45469236373901,44.7603530883789,1
"191","IDN00019",180006.359375,83.6998588275779,299145.5625,8.37527685151362,1291.11913180445,0.251661062240601,0.989153861999512,44.7603530883789,1
"192","IDN00021",271188.15625,40.268355278633,836598.125,93.1641464845155,1487.9375477109,0.499614983797073,748.921569824219,44.7603530883789,1
"193","IDN00022",271188.15625,40.268355278633,836598.125,93.1641464845155,1487.9375477109,0.499614983797073,748.921569824219,44.7603530883789,1
"194","IND00001",119695.8125,150.862850906599,25329.509765625,21.7835382202359,8020.0782026892,0.0980155020952225,0.205730766057968,64.8115615844727,0
"195","IND00002",137206.03125,151.492633757541,618657.5,0,0,0.112371377646923,0.312076926231384,64.8115615844727,0.879999995231628
"196","IND00004",89148.25,142.716360522127,27343.4609375,39.9373198778137,8729.81440499548,0.109889559447765,0.509769201278687,64.8115615844727,0
"197","IND00005",53979.7421875,155.161722555774,12506.341796875,4.86044920740785,5743.75201131758,0.0975924581289291,0.256038457155228,64.8115615844727,0
"198","IND00007",37229.4375,154.34215915223,18229.3515625,72.7749915764617,4554.20990141195,0.139750361442566,0.906076908111572,64.8115615844727,0
"199","IND00009",96856.3203125,139.093731814804,15925.0048828125,14.2231906657563,3231.56720424015,0.144521415233612,46.8123092651367,64.8115615844727,0
"200","IND00010",65332.65234375,126.576819671055,26302.953125,6.66133126390729,2749.00184936396,0.124808244407177,0.215923070907593,64.8115615844727,0.129999995231628
"201","IND00011",46719.203125,140.357253936735,21209.158203125,300.45147654803,4288.6705050832,0.178221151232719,517.92822265625,64.8115615844727,0
"202","IND00012",58116.13671875,120.529563736254,18145.564453125,82.8387237045521,4680.9848711289,0.192193776369095,39.4959983825684,64.8115615844727,0
"203","IND00013",80650.7578125,120.666871291007,145690.796875,500.263150666161,5417.44751129569,0.235178649425507,195.873352050781,64.8115615844727,0.939999997615814
"204","IND00014",79713.6328125,102.282634717134,10196.2783203125,83.4022571420618,2434.62453829059,0.206851050257683,8.03215408325195,64.8115615844727,0
"205","IND00017",12616.3125,95.3134712482523,180786.609375,713.630328054429,9472.62824700772,0.36113840341568,140.531341552734,64.8115615844727,0.910000026226044
"206","IND00018",46761.25390625,95.4467312853552,15346.208984375,178.387679400573,12155.5606984907,0.366212636232376,131.016571044922,64.8115615844727,0
"207","IND00020",13015.3271484375,113.618482376732,114121.140625,107.411540136003,2735.13870980593,0.280750244855881,7.80853843688965,64.8115615844727,0.0599999986588955
"208","IND00021",13015.3271484375,113.618482376732,114121.140625,107.411540136003,2735.13870980593,0.280750244855881,7.80853843688965,64.8115615844727,0.0599999986588955
"209","IND00024",321474.25,108.9289589979,57573.80859375,375.820346539275,8839.08396089511,0.19625261425972,141.909927368164,64.8115615844727,0.97000002861023
"210","IND00025",88148.9453125,95.1975970205141,695737.8125,187.639582919115,425.695091757565,0.208643615245819,0.433192312717438,64.8115615844727,0.97000002861023
"211","IND00028",57403.8046875,101.731134023327,18515.060546875,196.499017857012,2384.38810895381,0.206619799137115,57.9871520996094,64.8115615844727,0
"212","IND00029",59923.3203125,89.5284660125487,318025.90625,723.678684681833,3350.11627725167,0.228440433740616,75.7120742797852,64.8115615844727,0.939999997615814
"213","IND00030",151461.328125,102.367010922884,333921,41.5070533242002,1097.18533825803,0.218762710690498,47.168270111084,64.8115615844727,0.949999988079071
"214","IND00031",90184.984375,83.0900730369975,72013.2890625,62.5230591201358,8514.19421552254,0.184037655591965,0.193961530923843,64.8115615844727,0.419999986886978
"215","IND00033",68552.46875,88.8608241891561,33172.64453125,144.462552667251,4999.81027659096,0.28401306271553,89.4075012207031,64.8115615844727,0.150000005960464
"216","IND00034",55495.2265625,90.4436248477845,26956.591796875,31.0315699215319,5729.06233400367,0.276563167572021,149.725799560547,64.8115615844727,0.170000001788139
"217","IND00036",185767.671875,105.810865669311,96891.984375,25.8263045374495,2337.51064180814,0.213206604123116,64.4514617919922,64.8115615844727,0.949999988079071
"218","IND00037",120634.109375,86.2151886697454,76008.8125,54.537674356796,1880.07772090262,0.198833823204041,94.6553497314453,64.8115615844727,1
"219","IND00038",84992.203125,87.5805523205531,15814.927734375,100.728902976082,4053.12869542932,0.188468798995018,0.215115383267403,64.8115615844727,0.0700000002980232
"220","IND00039",133025.28125,111.678978625334,21455.861328125,533.880951544499,5479.64237732624,0.269893795251846,6.03700017929077,64.8115615844727,0.00999999977648258
