"","OBJECTID","n_export","precip_variability","population","depth_to_groundwater","cattle","average_flow","percent_no_sanitation","clay_percent","flash_flow","sand_percent","pigs","proportion_urban"
"567",567,144.044982910156,129.582244873047,972.242370605469,750,634.204527901982,0.0341923087835312,31.0541248321533,23,0.0885105580091476,36,1785.62646223018,0
"568",568,2730.84155273438,131.654190063477,68573.828125,109,5604.05109016783,0.00196153856813908,31.0541248321533,19,0.154078558087349,41,14784.7680932774,1
"569",569,2685.46630859375,131.769577026367,68573.828125,109,5604.05109016783,0.00734615419059992,31.0541248321533,19,0.188177362084389,42,14784.7680932774,1
"570",570,163.653610229492,138.284881591797,540807.1875,43,0,0.00365384621545672,31.0541248321533,18,0.212527960538864,40,0,1
"571",571,202.545333862305,135.396133422852,881464.8125,21,0,0.00711538456380367,31.0541248321533,21,0.236270755529404,41,0,1
"572",572,152.310180664062,141.239883422852,179389.8125,18,623.483245432866,0.00434615416452289,31.0541248321533,18,0.22736419737339,42,4879.23060248693,1
"573",573,169.482513427734,124.579689025879,278568.34375,118,523.598218263151,0.00211538467556238,31.0541248321533,22,0.287958145141602,40,6452.66306009824,1
"574",574,174.496841430664,135.410202026367,785040.0625,18,0,0.00273076933808625,31.0541248321533,21,0.148225471377373,42,0,1
"575",575,274.106079101562,139.728286743164,182326.03125,21,563.298594209457,0.00203846162185073,31.0541248321533,22,0.18861211836338,39,25346.6778711285,1
"576",576,178.949569702148,133.924652099609,671959.9375,195,0,0.00846153870224953,31.0541248321533,19,0.253164559602737,41,0,1
"577",577,210.897842407227,133.088775634766,671959.9375,195,0,0.00842307694256306,31.0541248321533,19,0.252886831760406,40,0,1
"578",578,3366.26391601562,139.189559936523,53024.453125,88,6867.16960639532,0.00407692324370146,31.0541248321533,19,0.224101483821869,44,39315.2052022445,0
"579",579,1745.28149414062,137.298248291016,32009.49609375,182,6492.76838619933,0.00184615387115628,31.0541248321533,19,0.217194557189941,44,33459.4310807741,0
"580",580,2187.35815429688,137.283935546875,39596.56640625,182,7439.74319212946,0.00453846156597138,31.0541248321533,19,0.19732441008091,47,35339.8814038722,0
"581",581,702.899475097656,136.366989135742,153457.875,36,4506.16355703301,0.00184615387115628,31.0541248321533,19,0.631578922271729,43,16606.3742223248,1
"582",582,404.485900878906,107.24201965332,262564.34375,132,423.037521891369,0,31.0541248321533,19,0,39,3463.27264659897,1
"583",583,4079.4091796875,126.541030883789,4293.97412109375,255,661.968913450444,0.0301153846085072,31.0541248321533,19,0.0737913474440575,41,4678.86213925858,0
